gauge_code,category,tecnology,state,municipality,latitude,longitude,elevation,instalation_date,suspention_date,nat_region,hidrographic_area,hidrographic_zone,hidrographic_subzone,mean_gauges_v2,mean_gauges_v3,max_gauges_v2,max_gauges_v3,mean_gauges_v2_005,mean_gauges_v3_005,max_gauges_v2_005,max_gauges_v3_005,factor,year,month,pentad_id,pcp_ideam,pcp_ideam_flag,pcp_ideam_flag_scale,na_count_ideam,chirpv2,date,chirpv3,chirpsv2,chirpsv3
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.07000005245209,2001,01,1,0,0,0,0,4.79929542541504,2001-01-01,1.44305408000946,1.7412896156311,1.10248649120331
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.07000005245209,2001,01,2,0,0,0,0,4.11373233795166,2001-01-01,0.174677923321724,1.58736383914948,0.18137226998806
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.07000005245209,2001,01,3,0,0,0,0,3.78311824798584,2001-01-01,0,1.51278936862946,0
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.07000005245209,2001,01,4,0,0,0,0,3.73699069023132,2001-01-01,0,1.50060653686523,0
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.07000005245209,2001,01,5,0,0,0,0,3.71350026130676,2001-01-01,0.36039724946022,1.50326156616211,0.356651335954666
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.07000005245209,2001,01,6,0,0,0,0,5.58941698074341,2001-01-01,0,1.93050932884216,0
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.05999994277954,2001,02,7,0,0,0,0,4.20624351501465,2001-02-01,0,2.03827404975891,0
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.05999994277954,2001,02,8,17,17,18.0199990272522,0,5.64866304397583,2001-02-01,4.8728232383728,10.9869785308838,9.11538124084473
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.05999994277954,2001,02,9,0,0,0,0,4.06579351425171,2001-02-01,2.2015814781189,1.98946869373322,0.961773276329041
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.05999994277954,2001,02,10,0,0,0,0,3.95643186569214,2001-02-01,0,1.94882106781006,0
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.05999994277954,2001,02,11,0,0,0,0,4.03837776184082,2001-02-01,0.585517823696137,1.93197464942932,0.280578136444092
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.05999994277954,2001,02,12,0,0,0,0,1.95719361305237,2001-02-01,0.791452944278717,1.3016471862793,0.406220823526382
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.04999995231628,2001,03,13,22,22,23.0999989509583,0,39.4238777160645,2001-03-01,32.1399383544922,28.5715141296387,24.4665699005127
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.04999995231628,2001,03,14,39,39,40.9499981403351,0,50.4546508789063,2001-03-01,35.0114440917969,27.8331489562988,20.4762744903564
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.04999995231628,2001,03,15,0,0,0,0,1.32996118068695,2001-03-01,0,0.892874360084534,0
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.04999995231628,2001,03,16,16,16,16.7999992370605,0,21.3865242004395,2001-03-01,16.4752807617188,32.5018768310547,23.3211288452148
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.04999995231628,2001,03,17,65,65,68.2499969005585,0,35.5498352050781,2001-03-01,37.4700927734375,56.3778038024902,58.7520141601563
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.04999995231628,2001,03,18,19,19,19.9499990940094,0,52.3374710083008,2001-03-01,38.7732658386231,27.0278949737549,21.6815013885498
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.03999996185303,2001,04,19,2,2,2.07999992370605,0,35.0312805175781,2001-04-01,19.8131637573242,15.6882963180542,12.3105373382568
35010080,Pluviométrica,Convencional,Meta,Puerto López,3.7939,-73.1497,200,5/15/1978,,Orinoquia,Orinoco,Meta,Rio Metica (Guamal - Humadea),0.585454523563385,0.807272732257843,1,1,0.583333313465118,0.804347813129425,1,1,1.03999996185303,2001,04,20,66,66,68.6399974822998,0,34.1470603942871,2001-04-01,23.1651840209961,32.391242980957,28.4020137786865
